Longitude,Latitude,label,cluster_id,fold,mod_label
123.611763,10.17091,presence,42,7.0,1
120.685555,15.030278,presence,17,6.0,1
120.958428,14.697437,presence,17,6.0,1
123.8715,9.6728,presence,42,7.0,1
122.1861,7.0253,presence,42,7.0,1
120.5941,18.0463,presence,17,6.0,1
120.5934,18.198,presence,17,6.0,1
122.8662,10.1997,presence,42,7.0,1
123.3038,10.9555,presence,42,7.0,1
123.4787,10.5941,presence,42,7.0,1
122.9699,10.8814,presence,42,7.0,1
123.4988,10.8408,presence,42,7.0,1
122.8675,10.0906,presence,42,7.0,1
122.8525,10.27,presence,42,7.0,1
122.9885,10.2041,presence,42,7.0,1
122.8137,9.9932,presence,42,7.0,1
122.9195,10.4227,presence,42,7.0,1
123.012,10.3203,presence,42,7.0,1
123.1167,10.9493,presence,42,7.0,1
123.0859,10.2676,presence,42,7.0,1
122.8145,10.5258,presence,42,7.0,1
123.0864,10.7528,presence,42,7.0,1
122.8245,10.4638,presence,42,7.0,1
123.0748,10.901,presence,42,7.0,1
123.2834,9.3596,presence,42,7.0,1
123.7582,10.2111,presence,42,7.0,1
120.990615,14.689383,presence,17,6.0,1
120.982224,14.604167,presence,17,6.0,1
121.25,17.75,presence,17,6.0,1
121.23333,16.783333,presence,17,6.0,1
121.620987,13.941396,presence,17,6.0,1
121.051054,14.722397,presence,17,6.0,1
